IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_DANVILLE,THICK_DANVILLE,TOP_HERRIN,THICK_HERRIN,TOP_SPRING,THICK_SPRING,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY
03501016000C,CUMBERLAND,-88.338109,39.295325,632,Oil and Gas Test,Electric Log,-323,,-432,3,-453,3.5,-652,,-692,4
03501059000C,CUMBERLAND,-88.036105,39.300174,627,Oil and Gas Test,Electric Log,400,2.5,350,2.5,329,,221,,201,4
03501087000C,CUMBERLAND,-88.413835,39.201382,621,Oil and Gas Test,Electric Log,-395,3.5,-422,4,-449,4,-639,,-659,2
03501088000C,CUMBERLAND,-88.382213,39.314154,659,Oil and Gas Test,Electric Log,-307,,-353,4,-373,3.5,-572,,,
03501169000C,CUMBERLAND,-88.147136,39.312994,595,Oil and Gas Test,Electric Log,-329,,-433,4,-457,3,-629,,-649,3.5
03501196000C,CUMBERLAND,-88.301789,39.17209,576,Oil and Gas Test,Electric Log,-545,3,-576,4,-606,4,-814,,-845,5
03521385000C,CUMBERLAND,-88.212915,39.343503,622,Oil and Gas Test,Nuclear Log,-346,3,-453,4.5,-480,3.5,-652,,-671,5
03521388000C,CUMBERLAND,-88.430169,39.203165,634,Oil and Gas Test,Nuclear Log,-395,3.5,-419,6.5,-449,3.5,-633,,-653,5
03521390000C,CUMBERLAND,-88.43712,39.197795,638,Oil and Gas Test,Nuclear Log,-392,3.5,-418,4.5,-445,4,-635,,-651,5.5
03521426000C,CUMBERLAND,-88.425433,39.194232,620,Oil and Gas Test,Nuclear Log,-400,3.5,-425,6.5,-453,4,-637,,-658,6
03521427000C,CUMBERLAND,-88.460538,39.243061,648,Oil and Gas Test,Electric Log,-350,3.5,-372,5,-402,3,-589,,,
03521465000C,CUMBERLAND,-88.423264,39.21579,640,Oil and Gas Test,Nuclear Log,-402,3.5,-426,6,-460,2,-654,,-665,6
03521468000C,CUMBERLAND,-88.469888,39.248549,649,Oil and Gas Test,Electric Log,-348,3,-373,4,-393,5,-583,,,
03521527000C,CUMBERLAND,-88.395697,39.239349,635,Oil and Gas Test,Nuclear Log,-379,3.5,-404,6,-432,3,-633,,,
03521777000C,CUMBERLAND,-88.278592,39.285309,585,Coal Test,Survey Core Study,-441,3,-490.1,6.23,-514,3,,,,
03521867000C,CUMBERLAND,-88.287199,39.371417,652,Coal Test,Survey Core Study,,,-459,4,,,,,,
03521868000C,CUMBERLAND,-88.201966,39.289668,598,Coal Test,Survey Core Study,,,-472.8,4.92,,,,,,
03521869000C,CUMBERLAND,-88.316885,39.229699,595,Coal Test,Survey Core Study,-512.3,3.75,-542,6,,,,,,
03521870000C,CUMBERLAND,-88.239206,39.267355,592,Coal Test,Survey Core Study,-489.5,3.75,-531.5,5,,,,,,
03521872000C,CUMBERLAND,-88.265278,39.237715,585,Coal Test,Survey Core Study,,,-553,5.25,,,,,,
03521873000C,CUMBERLAND,-88.239672,39.307512,598,Coal Test,Survey Core Study,,,-488.8,4.75,,,,,,
03521874000C,CUMBERLAND,-88.219344,39.345608,605,Coal Test,Survey Core Study,,,-483.6,4.45,-509.1,4.4,,,,
03521897000C,CUMBERLAND,-88.042078,39.338548,635,Oil and Gas Test,Nuclear Log,369,2,288,3.5,271,2,147,,122,4.5
03521899000C,CUMBERLAND,-88.034797,39.333404,637,Oil and Gas Test,Nuclear Log,388,2.5,316,3,290,2.5,169,,142,4.5
03522044000C,CUMBERLAND,-88.271842,39.334569,615,Coal Test,Other Core Study,-338,2,-450.6,3.9,-468,3,,,,
03522045000C,CUMBERLAND,-88.241444,39.309172,595,Coal Test,Other Core Study,-381,2,-489.4,4.7,-511,5,,,,
03522046000C,CUMBERLAND,-88.214308,39.300812,587,Coal Test,Other Core Study,-431,3,-515.4,4.2,-543,3.5,,,,
03522048000C,CUMBERLAND,-88.285439,39.30075,600,Coal Test,Other Core Study,-411,3,-491.9,4.98,-514.5,4.5,,,,
03522050000C,CUMBERLAND,-88.313176,39.280014,594,Coal Test,Other Core Study,-414,2.5,-477.5,4.7,-510,3.5,,,,
03522057000C,CUMBERLAND,-88.194589,39.288385,599,Coal Test,Drillers Log,-409,3,-488.4,4.6,-521.3,4.1,,,,
03522058000C,CUMBERLAND,-88.213553,39.287431,595,Coal Test,Drillers Log,-434,3.5,-504.5,5.6,-535,4.3,,,,
03522059000C,CUMBERLAND,-88.267912,39.287022,595,Coal Test,Survey Core Study,-439,2,-497.8,5.8,-523.1,3.8,,,,
03522060000C,CUMBERLAND,-88.177976,39.303038,591,Coal Test,Drillers Log,-413.5,2.5,-500.1,4.5,-531.5,4.3,,,,
03522061000C,CUMBERLAND,-88.230821,39.30173,590,Coal Test,Drillers Log,-430.5,3,-518.9,3.6,-542.9,4.2,,,,
03522062000C,CUMBERLAND,-88.286876,39.30188,600,Coal Test,Drillers Log,-349,3,-446.3,4.4,-467,3.7,,,,
03522063000C,CUMBERLAND,-88.213693,39.316978,608,Coal Test,Drillers Log,-384,2,-499.2,4.4,-527.3,4.1,,,,
03522064000C,CUMBERLAND,-88.248065,39.316774,604,Coal Test,Drillers Log,-354,2.5,-476.7,5,-498.6,4.3,,,,
03522065000C,CUMBERLAND,-88.267497,39.313665,603,Coal Test,Drillers Log,-369.5,2.5,-497.2,4.4,-519.4,3.3,,,,
03522506000C,CUMBERLAND,-88.192618,39.257434,593,Coal Test,Drillers Log,-456,4.5,-487,5.35,-525.1,4.1,,,,
03522507000C,CUMBERLAND,-88.37768,39.331492,663,Coal Test,Drillers Log,-233,2,-339.2,3.9,-356.3,4.2,,,,
03522508000C,CUMBERLAND,-88.378324,39.302809,640,Coal Test,Other Core Study,-277,2.2,-393.5,3.7,-417.7,4.3,,,,
03522509000C,CUMBERLAND,-88.416914,39.272624,642,Coal Test,Other Core Study,-375.4,3.2,-417,4.75,-443.4,4.1,,,,
03522510000C,CUMBERLAND,-88.24886,39.331914,600,Coal Test,Drillers Log,-367,2,-478.8,4,-501.3,4.1,,,,
03522511000C,CUMBERLAND,-88.283769,39.344272,622,Coal Test,Drillers Log,-341,2,-458.8,3.8,-476,4.1,,,,
03522512000C,CUMBERLAND,-88.286783,39.330894,622,Coal Test,Drillers Log,-321,3,-439.2,4.5,-459.8,3.8,,,,
03522513000C,CUMBERLAND,-88.304767,39.332327,624,Coal Test,Drillers Log,-301,2,-425.7,4.4,-443.5,3.2,,,,
03522514000C,CUMBERLAND,-88.342073,39.331584,636,Coal Test,Other Core Study,-270,2.5,-382.1,4.1,-400,3.9,,,,
03522515000C,CUMBERLAND,-88.360155,39.344894,657,Coal Test,Drillers Log,-246,2,-357.2,4.1,-375.3,2.2,,,,
03522516000C,CUMBERLAND,-88.286177,39.319997,614,Coal Test,Drillers Log,-349,2,-468.8,4.5,-488,2.8,,,,
03522517000C,CUMBERLAND,-88.267061,39.323334,605,Coal Test,Other Core Study,-354,2,-470.5,4.7,-490.8,4.15,,,,
03522518000C,CUMBERLAND,-88.266776,39.302043,594,Coal Test,Drillers Log,-403,3.8,-496.6,4.5,-517.4,3.5,,,,
03522519000C,CUMBERLAND,-88.311322,39.31347,612,Coal Test,Other Core Study,-316,2,-430.2,4.35,-448.9,4.2,,,,
03522520000C,CUMBERLAND,-88.341318,39.301982,630,Coal Test,Drillers Log,-302,2,-409.8,4.4,-432,4,,,,
03522521000C,CUMBERLAND,-88.359703,39.287454,631,Coal Test,Drillers Log,-317,3,-387.9,4.7,-409,4.1,,,,
03522522000C,CUMBERLAND,-88.304127,39.287437,611,Coal Test,Drillers Log,-364,3.5,-443,5.1,-460.5,3.8,-664,1,-689.9,4.4
03522523000C,CUMBERLAND,-88.303919,39.301578,614,Coal Test,Drillers Log,-328,2,-440.5,4.3,-456.4,4.1,,,,
03522524000C,CUMBERLAND,-88.285759,39.2873,604,Coal Test,Drillers Log,,,-466,4.7,,,,,,
03522525000C,CUMBERLAND,-88.285689,39.287443,604,Coal Test,Drillers Log,-408,3,-463.6,4.8,-485.9,3.5,,,,
03522526000C,CUMBERLAND,-88.274966,39.280259,595,Coal Test,Drillers Log,-437.5,4,-477.2,5.3,-503.5,3,,,,
03522527000C,CUMBERLAND,-88.303866,39.273448,602,Coal Test,Drillers Log,-404.5,3,-448.2,6.8,-465.5,2,,,,
03522528000C,CUMBERLAND,-88.358386,39.258589,575,Coal Test,Other Core Study,-409.7,3.8,-436.6,5.83,-464.2,3.85,,,,
03522529000C,CUMBERLAND,-88.344424,39.272283,615,Coal Test,Drillers Log,-386.3,3.7,-417,5,-438.4,3.9,,,,
03522530000C,CUMBERLAND,-88.26744,39.271306,588,Coal Test,Other Core Study,-473.7,3.8,-510,5.58,-535.5,4.2,,,,
03522531000C,CUMBERLAND,-88.23271,39.331721,590,Coal Test,Drillers Log,-370,2,-482.6,4.5,-505.6,4,-674,1,-715.2,4.2
03522532000C,CUMBERLAND,-88.24809,39.345453,641,Coal Test,Drillers Log,-396,1,-517.7,4.2,-545,4,,,,
03522533000C,CUMBERLAND,-88.233246,39.316923,600,Coal Test,Drillers Log,-409,2,-525.5,4.7,-549.8,4,,,,
03522534000C,CUMBERLAND,-88.21434,39.331449,605,Coal Test,Drillers Log,-383,2,-507.7,4,-535.9,4.6,,,,
03522535000C,CUMBERLAND,-88.195314,39.333019,612,Coal Test,Other Core Study,-357,2,-475.4,3.6,-509,3.9,,,,
03522536000C,CUMBERLAND,-88.160339,39.329979,540,Coal Test,Drillers Log,-354,2,-472.9,4,-498.2,4,,,,
03522537000C,CUMBERLAND,-88.15772,39.306766,538,Coal Test,Other Core Study,-365,3,-463.9,4.5,-494.8,4.4,,,,
03522538000C,CUMBERLAND,-88.194946,39.305119,600,Coal Test,Drillers Log,-393,3,-479.2,3.5,-513,3.8,,,,
03522539000C,CUMBERLAND,-88.19508,39.318133,608,Coal Test,Drillers Log,-364,2,-465.6,3.2,-496.8,3.8,,,,
03522540000C,CUMBERLAND,-88.181159,39.31626,602,Coal Test,Drillers Log,-384,3,-487,4.1,-516.8,3.8,,,,
03522541000C,CUMBERLAND,-88.222547,39.302225,580,Coal Test,Other Core Study,-432.5,2,-523,4.4,-548.6,3.9,,,,
03522542000C,CUMBERLAND,-88.247389,39.301787,598,Coal Test,Drillers Log,-415,3,-508.8,4.7,-532.8,3.9,,,,
03522543000C,CUMBERLAND,-88.248014,39.290212,600,Coal Test,Drillers Log,,,-513.2,6,,,,,,
03522544000C,CUMBERLAND,-88.248015,39.290349,600,Coal Test,Drillers Log,-432,3,-516,0.5,-537.5,3.3,,,,
03522545000C,CUMBERLAND,-88.21217,39.287451,600,Coal Test,Drillers Log,,,-486.8,5.6,-518.4,4.5,,,,
03522546000C,CUMBERLAND,-88.155932,39.274,535,Coal Test,Drillers Log,-396,3,-464.5,5.1,-496.8,4.2,,,,
03522547000C,CUMBERLAND,-88.175695,39.287292,592,Coal Test,Drillers Log,-425,2,-502.6,4.7,-535.8,4.2,,,,
03522548000C,CUMBERLAND,-88.231305,39.287067,588,Coal Test,Drillers Log,-437,3.2,-520.1,7.2,-536.8,3.8,,,,
03522549000C,CUMBERLAND,-88.231692,39.272417,594,Coal Test,Drillers Log,-470,4,-522.5,7.6,-542.1,4.2,,,,
03522550000C,CUMBERLAND,-88.194613,39.273251,595,Coal Test,Drillers Log,-417.9,3.3,-478.4,5.6,-516,4.3,,,,
03522551000C,CUMBERLAND,-88.177338,39.272941,595,Coal Test,Drillers Log,-393,3,-453.8,5.2,-487.5,4.15,,,,
03522552000C,CUMBERLAND,-88.121501,39.331791,558,Coal Test,Drillers Log,-196,2,-303,4.2,-324.9,3.9,,,,
03522553000C,CUMBERLAND,-88.121522,39.303764,599,Coal Test,Drillers Log,-251,3,-335.3,4.6,-362.7,4.1,,,,
03522554000C,CUMBERLAND,-88.089565,39.30386,596,Coal Test,Other Core Study,-84.9,2.6,-154.5,3,-183.3,1.9,,,,
03522555000C,CUMBERLAND,-88.12033,39.274921,595,Coal Test,Drillers Log,-363,3.9,-426.6,5.1,-453.6,4.6,,,,
03522556000C,CUMBERLAND,-88.398389,39.345238,664,Coal Test,Drillers Log,-209.5,1.5,-312.9,3.7,-328.6,0.8,,,,
03522557000C,CUMBERLAND,-88.378238,39.358773,660,Coal Test,Drillers Log,-175,2,-274.5,3.7,,,,,,
03522558000C,CUMBERLAND,-88.249012,39.374488,682,Coal Test,Other Core Study,-407.8,2.2,-526,4.1,-550.3,4.48,,,,
03522559000C,CUMBERLAND,-88.301526,39.373967,663,Coal Test,Drillers Log,-302,2.5,-429.3,4,-446,3.9,,,,
03522560000C,CUMBERLAND,-88.303648,39.359152,620,Coal Test,Other Core Study,-307.3,2.2,-428,4.05,-446.8,2.65,,,,
03522561000C,CUMBERLAND,-88.299567,39.345449,624,Coal Test,Drillers Log,-287,2,-411.2,5,-430.7,2.5,,,,
03522562000C,CUMBERLAND,-88.266736,39.359672,654,Coal Test,Drillers Log,-386,2,-501.7,3.7,-523.4,3.7,,,,
03522563000C,CUMBERLAND,-88.267156,39.346006,592,Coal Test,Drillers Log,-367,2,-481,3.9,-505.1,3.9,,,,
03522564000C,CUMBERLAND,-88.214183,39.374608,693,Coal Test,Drillers Log,-407.5,2.5,-520.8,3.9,-545.9,4,,,,
03522565000C,CUMBERLAND,-88.196893,39.361085,661,Coal Test,Drillers Log,-353,3,-482,3.8,-512.4,4.1,,,,
03522566000C,CUMBERLAND,-88.236503,39.36005,660,Coal Test,Drillers Log,-406,2,-525,1.5,-547.4,4.2,,,,
03522567000C,CUMBERLAND,-88.163034,39.359297,620,Coal Test,Other Core Study,-287.3,2,-400.4,3.6,-424,3.9,,,,
07900002000C,JASPER,-88.277131,39.126328,575,Oil and Gas Test,Electric Log,-569,2,-600,3.5,-636,3,,,,
07900009000C,JASPER,-88.128418,38.951715,523,Oil and Gas Test,Electric Log,-487,,-542,,-587,4,-781,,-803,4
07900010000C,JASPER,-88.316162,38.899083,524,Oil and Gas Test,Electric Log,-568,3,-614,4,-656,4,-864,,,
07900012000C,JASPER,-88.059295,38.851074,482,Oil and Gas Test,Electric Log,-532,,-606,,-645,4,-850,,-861,6
07900014000C,JASPER,-88.233657,39.164798,581,Oil and Gas Test,Electric Log,-520,3,-550,4.5,-584,4,-779,,-793,5
07900016000C,JASPER,-88.325116,38.874053,509,Oil and Gas Test,Electric Log,-591,2.5,-636,4,-683,4.5,-891,,-915,4.5
07900017000C,JASPER,-88.353015,38.878125,491,Oil and Gas Test,Electric Log,-537,2,-582,3.5,-625,4,-817,,-852,3.5
07900023000C,JASPER,-88.192867,38.862447,517,Oil and Gas Test,Electric Log,-570,2,-623,,-665,3.5,-871,,-893,5
07900104000C,JASPER,-88.147279,38.87105,513,Oil and Gas Test,Electric Log,-465,,-522,,-554,4,-770,,-781,4
07900105000C,JASPER,-88.138182,38.860118,492,Oil and Gas Test,Electric Log,-459,,-516,,-549,4,-757,,-774,4
07900106000C,JASPER,-88.128766,38.849239,483,Oil and Gas Test,Electric Log,-449,2.5,-515,,-549,3.5,,,,
07900108000C,JASPER,-88.119029,38.853177,460,Oil and Gas Test,Electric Log,-451,2.5,-515,,-549,4,-750,,-766,8
07900111000C,JASPER,-88.06759,38.853695,481,Oil and Gas Test,Electric Log,,,-589,,-629,4.5,-843,,-852,5
07900128000C,JASPER,-88.284645,38.98026,546,Oil and Gas Test,Electric Log,-626,2.5,-669,5,-712,4,-921,,-937,6
07900142000C,JASPER,-88.122457,38.974834,521,Oil and Gas Test,Electric Log,-461,1.5,-517,4,-551,3,-757,,-783,5
07900161000C,JASPER,-88.132034,38.956388,527,Oil and Gas Test,Electric Log,-478,,-536,3,-573,4,-773,,,
07900166000C,JASPER,-88.124039,38.941078,517,Oil and Gas Test,Electric Log,-453,,-516,4.5,-556,3,-749,,-772,3
07900176000C,JASPER,-88.308318,39.003683,571,Oil and Gas Test,Electric Log,,,,,-622,4,,,,
07900179000C,JASPER,-88.117634,39.023196,501,Oil and Gas Test,Electric Log,-534,2.5,-571,4,-608,,-829,,,
07900184000C,JASPER,-88.191437,39.102999,530,Oil and Gas Test,Electric Log,-534,3,-567,5,-603,4,-812,,-840,
07900188000C,JASPER,-88.110303,39.094542,563,Oil and Gas Test,Electric Log,-431,4,-463,,-492,,-689,,-700,6
07900190000C,JASPER,-87.987178,39.161233,569,Oil and Gas Test,Electric Log,205,4,182,4,132,,6,,,
07900197000C,JASPER,-88.270124,38.899729,531,Oil and Gas Test,Electric Log,-604,3,-646,4.5,-687,4,-905,,,
07900198000C,JASPER,-88.187137,39.00704,528,Oil and Gas Test,Electric Log,-593,3.5,-640,4,-674,4,-892,,-910,6
07900199000C,JASPER,-88.000612,38.899067,456,Oil and Gas Test,Electric Log,-464,,-522,5,-581,3,-808,,-820,4
07900203000C,JASPER,-88.20353,38.955796,556,Oil and Gas Test,Electric Log,-608,2,-671,5.5,-704,3.5,-923,,-932,8
07900207000C,JASPER,-88.207337,38.888363,534,Oil and Gas Test,Electric Log,-560,,-617,5,-660,4,-880,,-903,6
07900211000C,JASPER,-88.08502,38.995076,502,Oil and Gas Test,Electric Log,-434,2,-488,3.5,-532,2.5,-740,,-760,4
07900212000C,JASPER,-88.128698,38.940895,514,Oil and Gas Test,Electric Log,-456,,-517,,-557,3.5,-749,,-768,3
07900215000C,JASPER,-88.133446,38.944408,523,Oil and Gas Test,Electric Log,-495,,-511,3.5,-557,3.5,-794,,-815,4.5
07900216000C,JASPER,-88.259951,39.149779,579,Oil and Gas Test,Electric Log,-507,4,-537,,-567,5,-774,,-797,6
07900217000C,JASPER,-88.141045,39.076881,557,Oil and Gas Test,Electric Log,-497,3,-532,,-561,3,-755,,-780,5
07900218000C,JASPER,-88.236061,38.851867,479,Oil and Gas Test,Electric Log,-600,3,-649,4,-699,4.5,-905,,-927,6
07900220000C,JASPER,-88.197951,38.890111,548,Oil and Gas Test,Electric Log,-560,2,-615,,-650,,-872,,-887,7.5
07900223000C,JASPER,-88.159339,38.960709,528,Oil and Gas Test,Electric Log,-542,,-591,5,-626,3.5,-830,,-851,5
07900224000C,JASPER,-88.286821,38.960374,551,Oil and Gas Test,Electric Log,-626,3.5,-665,6,-705,4,-929,,-940,7
07900226000C,JASPER,-88.104776,38.980747,481,Oil and Gas Test,Electric Log,-451,,-511,4,-555,3,-767,,-776,4
07900227000C,JASPER,-88.106075,38.97134,527,Oil and Gas Test,Electric Log,-449,,-511,4,-558,3,-763,,-783,4
07900238000C,JASPER,-88.090715,38.977342,479,Oil and Gas Test,Electric Log,-451,,-507,4.5,-557,3,-761,,-775,3.5
07900239000C,JASPER,-88.115671,38.942141,507,Oil and Gas Test,Electric Log,-463,,-523,,-566,3,-773,,,
07900240000C,JASPER,-88.09496,38.937337,509,Oil and Gas Test,Electric Log,-451,,-511,,-561,3.5,-762,,-779,4
07900243000C,JASPER,-88.024381,38.967375,490,Oil and Gas Test,Electric Log,-425,,-480,,-530,3,-740,,,
07900249000C,JASPER,-88.117317,39.004086,527,Oil and Gas Test,Electric Log,-500,,-553,,-586,3.5,-778,,-820,6
07900252000C,JASPER,-88.082434,39.004078,534,Oil and Gas Test,Electric Log,-437,1,-479,3,-516,4,-733,,-756,4.5
07900266000C,JASPER,-88.078184,38.861755,483,Oil and Gas Test,Electric Log,-515,,-587,,-620,4,-832,,-840,7
07900271000C,JASPER,-88.076369,38.925145,510,Oil and Gas Test,Electric Log,-455,,-523,,-575,3.5,,,,
07900273000C,JASPER,-88.160262,39.034119,545,Oil and Gas Test,Electric Log,-557,,-607,4,-637,4,-835,,-861,4
07900277000C,JASPER,-88.347054,39.109807,599,Oil and Gas Test,Electric Log,-515,3.5,-533,6,-565,3.5,-757,,-786,4
07900278000C,JASPER,-88.351476,38.981353,564,Oil and Gas Test,Electric Log,-562,2,-602,4.5,-641,4.5,-852,,-877,4.5
07900279000C,JASPER,-88.207463,38.86634,,Oil and Gas Test,Electric Log,,3.5,,5.5,,4,,,,7
07900281000C,JASPER,-88.351357,38.940033,549,Oil and Gas Test,Electric Log,-619,2,-660,5,-706,5,-919,,-933,4.5
07900282000C,JASPER,-88.159405,38.968065,518,Oil and Gas Test,Electric Log,-524,2.5,-568,5,-604,3,-800,,-818,5
07900283000C,JASPER,-88.18737,38.927384,582,Oil and Gas Test,Electric Log,-570,1.5,-631,4.5,-664,4,-886,,-900,6
07900284000C,JASPER,-88.177915,38.912768,586,Oil and Gas Test,Electric Log,-556,1.5,-610,4.5,-644,3,-861,,-874,6
07900287000C,JASPER,-88.043431,38.93461,510,Oil and Gas Test,Electric Log,-432,,-487,,-539,3.5,-754,,,
07900289000C,JASPER,-88.062687,39.049417,532,Oil and Gas Test,Electric Log,-420,2,-456,,-497,3,-741,,,
07900290000C,JASPER,-88.209977,39.048549,497,Oil and Gas Test,Electric Log,-563,3.5,-601,5,-636,4,-840,,-871,4
07900293000C,JASPER,-88.029426,39.018449,511,Oil and Gas Test,Electric Log,-385,,-434,3,-474,4,-681,,,
07900298000C,JASPER,-88.217809,38.917839,559,Oil and Gas Test,Electric Log,-604,2.5,-661,4.5,-696,5,-901,,-917,6
07900300000C,JASPER,-88.170784,38.964452,532,Oil and Gas Test,Electric Log,-560,3,-604,6,-639,3,-848,,-863,5
07900301000C,JASPER,-88.231027,38.881076,533,Oil and Gas Test,Electric Log,-569,3,-617,6,-652,4.5,-873,,-894,6.5
07900304000C,JASPER,-88.346144,38.888642,519,Oil and Gas Test,Electric Log,-524,3,-570,4.5,-609,4.5,-814,,-849,3
07900306000C,JASPER,-88.268992,39.133912,583,Oil and Gas Test,Electric Log,-541,2,-571,4,-607,3,-825,,-838,6
07900307000C,JASPER,-88.197846,38.877307,536,Oil and Gas Test,Electric Log,-593,,-644,,-682,,-901,,-926,6
07900308000C,JASPER,-88.346947,38.983183,567,Oil and Gas Test,Electric Log,-580,2,-622,5,-661,4,-863,,-898,4.5
07900312000C,JASPER,-88.002851,39.07521,530,Oil and Gas Test,Electric Log,-158,2.5,-196,2,-250,4,-420,,-445,5.5
07900313000C,JASPER,-88.009106,38.854309,473,Oil and Gas Test,Electric Log,-514,,-585,,-627,4,-857,,-871,6
07900315000C,JASPER,-88.283589,38.883877,518,Oil and Gas Test,Electric Log,-586,3,-629,4,-668,3.5,-882,,-901,2
07900316000C,JASPER,-88.157799,39.0049,486,Oil and Gas Test,Electric Log,-575,3,-626,,-659,4,-879,,-900,5.5
07900317000C,JASPER,-88.287927,38.86771,501,Oil and Gas Test,Electric Log,-587,3.5,-635,5,-675,3.5,-885,,-905,5.5
07900325000C,JASPER,-88.055563,38.866705,473,Oil and Gas Test,Electric Log,-506,,-577,4,-613,4,-821,,-827,6
07900326000C,JASPER,-88.021106,38.938525,463,Oil and Gas Test,Electric Log,-437,,-492,5,-547,,-770,,-795,3
07900327000C,JASPER,-87.950353,39.12682,536,Oil and Gas Test,Electric Log,118,4,86,2,38,3,-104,,-119,7
07900330000C,JASPER,-88.0767,39.047543,490,Oil and Gas Test,Electric Log,-464,3.5,-500,4,-539,3.5,-736,,,
07900331000C,JASPER,-88.15138,39.083824,563,Oil and Gas Test,Electric Log,-497,3.5,-532,4,-567,3.5,-772,,,
07900334000C,JASPER,-88.23479,38.993426,558,Oil and Gas Test,Electric Log,-609,3,-659,5,-695,3,-926,,,
07900335000C,JASPER,-87.963508,38.85958,450,Oil and Gas Test,Electric Log,-478,,-546,,-598,3.5,-841,,,
07900339000C,JASPER,-87.970653,38.988596,480,Oil and Gas Test,Electric Log,-356,3,-409,4,-461,3,-660,,,
07900341000C,JASPER,-88.060977,39.065793,537,Oil and Gas Test,Electric Log,-389,2.5,-419,4.5,-460,3.5,-648,,,
07900343000C,JASPER,-87.993932,39.002047,492,Oil and Gas Test,Electric Log,-352,2,-402,,-446,3,-654,,-691,4
07900349000C,JASPER,-88.283865,38.896594,528,Oil and Gas Test,Electric Log,-574,3,-614,4,-643,4,-851,,,
07900352000C,JASPER,-87.977368,38.88314,478,Oil and Gas Test,Electric Log,-467,2,-534,,-592,4,-811,,-842,3
07900354000C,JASPER,-88.250924,38.948931,531,Oil and Gas Test,Electric Log,-666,3,-710,5,-749,3.5,-965,,-977,7.5
07900355000C,JASPER,-88.252841,38.906696,515,Oil and Gas Test,Electric Log,-611,2,-661,5,-699,4,-910,,-945,3
07900356000C,JASPER,-88.073588,38.970126,475,Oil and Gas Test,Electric Log,-440,2,-499,2.5,-545,3,-755,,-777,3
07900357000C,JASPER,-88.052607,38.952483,490,Oil and Gas Test,Electric Log,-437,,-490,2,-545,3,-767,,-838,4
07900358000C,JASPER,-87.988861,38.909617,461,Oil and Gas Test,Electric Log,-419,2,-477,4,-532,3,-753,,-769,4
07900359000C,JASPER,-87.962759,38.928599,483,Oil and Gas Test,Electric Log,-408,,-464,5,-526,3,-740,,-758,3.5
07900360000C,JASPER,-87.965071,38.923168,485,Oil and Gas Test,Electric Log,-395,,-455,3,,,,,,
07900364000C,JASPER,-88.064576,39.032863,536,Oil and Gas Test,Electric Log,-410,2,-450,3.5,-488,4,-675,,-700,4
07900371000C,JASPER,-88.004394,39.038716,503,Oil and Gas Test,Electric Log,-299,2,-349,3,-392,,-593,,-627,5
07900375000C,JASPER,-88.093215,38.880787,488,Oil and Gas Test,Electric Log,-477,,-547,4,-577,5,-789,,-810,5
07900376000C,JASPER,-88.180242,38.97364,550,Oil and Gas Test,Electric Log,-557,1.5,-618,5,-650,4,,,,
07900380000C,JASPER,-88.08034,38.914149,489,Oil and Gas Test,Electric Log,-462,2,-527,,-570,4,-773,,-791,2
07900384000C,JASPER,-88.069293,38.879553,480,Oil and Gas Test,Electric Log,-483,,-554,4,-586,4,-797,,-816,4
07900385000C,JASPER,-88.055614,38.862984,475,Oil and Gas Test,Electric Log,-507,,-579,,-619,3.5,-819,,-829,4.5
07900386000C,JASPER,-88.281981,38.918275,493,Oil and Gas Test,Electric Log,-646,4,-692,5,-743,,-923,,-933,7
07900389000C,JASPER,-88.025348,38.998584,503,Oil and Gas Test,Electric Log,-399,2,-451,,-500,3,-697,,,
07900395000C,JASPER,-88.021548,39.029793,514,Oil and Gas Test,Electric Log,-348,,-396,3.5,-441,2.5,-645,,-677,4.5
07900396000C,JASPER,-87.965573,38.954093,472,Oil and Gas Test,Electric Log,-407,,-459,4,-516,2.5,-744,,,
07900397000C,JASPER,-88.043519,38.927375,492,Oil and Gas Test,Electric Log,-442,,-498,,-554,3,-770,,-788,
07900399000C,JASPER,-88.297222,38.879184,513,Oil and Gas Test,Electric Log,-591,3,-635,,-663,3,-891,,-911,4.5
07900400000C,JASPER,-88.360771,38.867373,508,Oil and Gas Test,Electric Log,-560,2,-603,5,-650,4,-844,,-874,4
07900401000C,JASPER,-88.313125,38.854375,502,Oil and Gas Test,Electric Log,-604,,-652,4.5,-696,4.5,-912,,-933,4
07900402000C,JASPER,-88.276311,38.861776,503,Oil and Gas Test,Electric Log,-621,2,-663,4,-700,3.5,-921,,-942,4
07900409000C,JASPER,-88.190975,38.891929,540,Oil and Gas Test,Electric Log,-570,2,-624,,-662,4,-878,,-886,5.5
07900415000C,JASPER,-88.21461,38.897588,549,Oil and Gas Test,Electric Log,-589,4,-646,6,-681,5,-893,,-913,5
07900416000C,JASPER,-88.228759,38.901222,542,Oil and Gas Test,Electric Log,-611,2.5,-664,5,-704,3.5,-919,,-933,6.5
07900417000C,JASPER,-88.252124,38.87933,499,Oil and Gas Test,Electric Log,-611,3,-653,5,-688,,-909,,-931,6
